latitud_accidente,longitud_accidente,tipo_accidente,gravedad,fecha_siniestro,cantón,provincia,clima,numero_victimas
-1.720659,-80.366823,colisión múltiple,leve,2024-11-29 04:21:34,Cuenca,El Oro,lluvia,3
-4.101801,-76.993538,choque,grave,2023-07-24 21:31:14,Cuenca,Azuay,lluvia,5
-1.350338,-77.265057,atropello,fatal,2023-06-24 19:59:07,Machala,Azuay,nublado,2
-2.10715,-80.006941,vuelco,leve,2025-03-07 12:13:30,Cuenca,Guayas,lluvia,2
0.387562,-80.024811,colisión múltiple,grave,2024-09-26 22:29:32,Guayaquil,Pichincha,niebla,1
0.841012,-79.524708,vuelco,grave,2025-11-21 23:30:13,Cuenca,Azuay,nublado,5
-2.025914,-80.248338,atropello,grave,2023-07-04 00:00:38,Loja,Azuay,niebla,5
1.59331,-76.119994,choque,fatal,2025-09-22 21:17:23,Quito,El Oro,soleado,1
0.392349,-77.347147,choque,grave,2024-04-13 19:39:31,Cuenca,Santo Domingo de los Tsáchilas,lluvia,3
1.201858,-78.738479,colisión múltiple,grave,2024-09-21 02:10:34,Cuenca,Loja,nublado,1
-0.986721,-76.11238,atropello,grave,2023-09-08 03:42:14,Cuenca,Azuay,soleado,2
1.860707,-79.379669,choque,grave,2025-07-09 10:55:12,Cuenca,Loja,nublado,1
1.073116,-79.806498,colisión múltiple,leve,2025-05-01 21:52:15,Machala,Azuay,nublado,2
-3.20979,-79.367332,colisión múltiple,grave,2023-12-19 09:39:06,Cuenca,Guayas,niebla,5
-3.565411,-77.797159,choque,grave,2024-10-26 23:33:42,Guayaquil,Azuay,niebla,5
-0.046279,-77.010436,vuelco,leve,2024-10-12 05:38:05,Cuenca,Loja,niebla,4
-2.808136,-76.973199,colisión múltiple,grave,2025-12-10 10:42:23,Guayaquil,Santo Domingo de los Tsáchilas,lluvia,5
1.148443,-76.524448,atropello,grave,2025-02-21 12:15:15,Santo Domingo,Azuay,nublado,3
-4.806059,-75.547727,choque,fatal,2023-12-17 07:08:29,Santo Domingo,Pichincha,niebla,2
0.567521,-79.760052,choque,fatal,2023-12-28 05:35:50,Cuenca,Guayas,nublado,4
-4.460028,-78.788317,vuelco,leve,2023-09-27 17:07:30,Cuenca,Azuay,soleado,4
-2.749707,-76.505785,atropello,fatal,2023-12-28 12:15:10,Quito,Manabí,soleado,2
-4.288756,-80.852926,colisión múltiple,grave,2023-07-24 02:05:58,Guayaquil,Azuay,niebla,2
-1.022116,-77.270198,vuelco,fatal,2024-05-26 19:20:27,Ambato,Loja,soleado,2
-3.202067,-80.119758,choque,fatal,2024-10-22 08:29:52,Cuenca,Azuay,lluvia,2
0.606374,-80.169004,colisión múltiple,grave,2023-07-24 20:15:08,Guayaquil,Guayas,niebla,5
-0.363442,-76.056953,vuelco,leve,2024-07-08 08:18:53,Guayaquil,Santo Domingo de los Tsáchilas,soleado,1
-0.175291,-78.186464,vuelco,leve,2024-09-17 21:49:38,Loja,Pichincha,soleado,4
1.547413,-75.666124,colisión múltiple,leve,2023-11-14 15:47:56,Santo Domingo,Loja,niebla,5
-2.62492,-80.515289,choque,grave,2025-09-19 04:27:09,Loja,Azuay,nublado,3
-4.270565,-78.717647,vuelco,grave,2024-05-19 01:39:41,Cuenca,Tungurahua,soleado,3
1.675389,-78.579007,colisión múltiple,grave,2023-05-04 18:02:59,Manta,Manabí,soleado,3
1.700781,-76.588273,vuelco,leve,2024-05-29 20:03:04,Cuenca,Azuay,lluvia,5
1.733581,-77.687749,vuelco,fatal,2024-08-15 23:12:54,Quito,Santo Domingo de los Tsáchilas,lluvia,3
1.385209,-78.613819,atropello,leve,2025-05-12 22:43:14,Cuenca,Loja,niebla,1
-1.685747,-79.489557,atropello,grave,2025-08-23 11:03:57,Cuenca,Azuay,niebla,5
-4.160199,-77.576291,colisión múltiple,fatal,2023-11-12 21:14:44,Loja,Manabí,nublado,3
-2.95733,-76.214587,colisión múltiple,grave,2023-04-07 13:57:55,Loja,Tungurahua,lluvia,3
-2.332548,-75.617751,colisión múltiple,leve,2025-02-23 22:31:38,Cuenca,Loja,nublado,5
-3.039031,-80.044502,colisión múltiple,fatal,2024-06-29 04:30:59,Cuenca,Azuay,nublado,2
-1.704411,-78.5732,choque,grave,2023-02-22 06:00:08,Loja,El Oro,soleado,2
-3.594831,-76.303444,choque,fatal,2025-10-27 21:44:55,Loja,Azuay,lluvia,4
1.254824,-80.34206,atropello,fatal,2025-04-20 13:36:57,Cuenca,Azuay,niebla,3
-1.890487,-80.143275,vuelco,fatal,2025-08-06 10:56:47,Ambato,Azuay,niebla,5
-4.31316,-80.894239,choque,leve,2025-09-01 07:35:39,Manta,Azuay,niebla,1
-0.404328,-77.184543,atropello,leve,2023-08-22 22:27:21,Manta,Santo Domingo de los Tsáchilas,soleado,5
-2.896914,-80.029105,choque,leve,2024-08-25 14:39:20,Cuenca,Azuay,soleado,4
-2.837221,-80.862079,colisión múltiple,leve,2025-10-08 21:22:12,Cuenca,Loja,soleado,3
0.080284,-79.747819,vuelco,grave,2023-12-14 00:15:37,Loja,Tungurahua,soleado,4
0.620809,-76.014319,colisión múltiple,grave,2024-05-26 13:03:27,Cuenca,Azuay,nublado,1
1.537092,-79.407435,vuelco,leve,2025-03-26 19:32:05,Cuenca,Guayas,nublado,2
1.624297,-76.382039,colisión múltiple,leve,2025-07-12 21:23:25,Loja,Azuay,nublado,4
-1.744999,-80.672206,colisión múltiple,grave,2023-03-28 20:04:40,Loja,Loja,nublado,2
-1.39727,-77.895763,vuelco,leve,2024-01-29 13:53:17,Machala,Azuay,nublado,5
-4.391149,-77.08063,vuelco,leve,2024-09-02 16:52:30,Cuenca,Santo Domingo de los Tsáchilas,nublado,3
1.542659,-75.954398,choque,grave,2024-05-20 00:07:43,Guayaquil,Azuay,lluvia,3
-4.750528,-76.859444,choque,leve,2024-10-22 16:20:39,Manta,El Oro,soleado,5
-4.73383,-76.266507,atropello,fatal,2025-02-22 09:18:31,Cuenca,Santo Domingo de los Tsáchilas,lluvia,5
-4.129294,-75.942954,vuelco,grave,2024-05-21 18:34:44,Manta,Tungurahua,soleado,1
-1.379548,-79.378158,choque,grave,2024-06-13 22:35:26,Loja,Azuay,nublado,2
-3.236405,-77.808024,colisión múltiple,fatal,2023-05-27 06:14:06,Cuenca,Azuay,soleado,2
1.182777,-77.382208,colisión múltiple,leve,2024-02-02 02:22:21,Santo Domingo,Loja,lluvia,2
-0.316922,-79.505911,choque,leve,2025-12-23 16:03:19,Manta,Guayas,soleado,1
0.547448,-79.250792,choque,fatal,2025-05-23 18:36:51,Manta,Tungurahua,soleado,4
1.069371,-79.985583,vuelco,leve,2025-10-04 10:05:46,Quito,Manabí,niebla,1
-0.933117,-80.83587,colisión múltiple,grave,2025-05-27 09:23:15,Cuenca,Loja,lluvia,3
-1.84652,-75.731269,atropello,leve,2025-04-25 14:12:35,Cuenca,Azuay,nublado,4
0.805305,-76.370509,colisión múltiple,fatal,2025-02-12 21:48:11,Cuenca,Guayas,nublado,4
-4.645282,-80.536918,atropello,grave,2024-08-16 20:16:12,Cuenca,Azuay,lluvia,2
0.07768,-80.85487,atropello,grave,2023-01-29 06:23:38,Cuenca,Loja,soleado,4
-0.312257,-78.885582,choque,fatal,2024-10-17 16:22:50,Cuenca,Loja,lluvia,3
-2.620153,-80.360495,choque,leve,2024-10-18 15:10:55,Cuenca,Pichincha,soleado,2
-4.334419,-79.824541,colisión múltiple,grave,2024-02-05 02:03:45,Cuenca,Azuay,nublado,5
-1.786104,-76.052461,vuelco,leve,2024-08-22 17:34:21,Cuenca,Loja,lluvia,2
-4.060256,-76.17136,colisión múltiple,leve,2025-03-02 13:24:55,Cuenca,Guayas,soleado,4
-1.180067,-78.951823,atropello,leve,2025-01-06 22:34:33,Guayaquil,Azuay,lluvia,5
0.292545,-80.393709,atropello,fatal,2024-01-12 10:04:55,Loja,Loja,nublado,5
-2.303258,-77.42248,vuelco,fatal,2025-04-15 14:34:03,Guayaquil,Tungurahua,lluvia,4
-2.860581,-79.494511,colisión múltiple,grave,2024-09-11 20:03:20,Cuenca,Azuay,soleado,1
-2.677128,-78.898774,colisión múltiple,fatal,2023-01-04 09:48:41,Ambato,Guayas,soleado,1
-3.431292,-76.085234,colisión múltiple,fatal,2023-11-01 18:56:49,Machala,Azuay,soleado,3
-2.395405,-78.118426,colisión múltiple,grave,2025-03-03 14:36:16,Cuenca,Azuay,niebla,1
1.776696,-76.767826,choque,fatal,2024-02-16 11:55:04,Loja,Azuay,niebla,3
-2.399508,-76.974757,choque,fatal,2023-09-28 02:29:47,Machala,Tungurahua,soleado,5
-3.825151,-79.008029,choque,fatal,2023-02-28 00:32:30,Quito,Loja,niebla,1
-3.57505,-75.732776,atropello,leve,2023-08-25 20:40:49,Cuenca,Loja,nublado,4
-1.092725,-79.40262,vuelco,leve,2025-01-12 09:27:44,Quito,El Oro,niebla,3
-3.525117,-78.248391,colisión múltiple,leve,2023-05-29 03:16:38,Santo Domingo,Loja,lluvia,4
-1.026138,-79.071032,colisión múltiple,grave,2025-09-09 18:58:15,Loja,Loja,soleado,3
1.725024,-77.945207,atropello,fatal,2024-09-01 01:04:03,Machala,Pichincha,nublado,2
-4.810295,-77.002814,colisión múltiple,leve,2024-12-19 21:37:17,Guayaquil,Loja,lluvia,3
-4.85824,-80.995526,choque,leve,2023-12-02 20:05:36,Cuenca,Azuay,nublado,3
-0.201788,-79.681025,vuelco,leve,2025-09-08 02:08:35,Cuenca,Azuay,niebla,2
0.672974,-75.271425,vuelco,leve,2024-09-11 16:23:07,Cuenca,Azuay,nublado,2
-4.423224,-77.102321,colisión múltiple,fatal,2024-07-04 17:43:57,Cuenca,Loja,soleado,1
-4.816273,-77.473824,colisión múltiple,grave,2023-06-11 09:06:02,Loja,Loja,niebla,1
0.95509,-80.061996,colisión múltiple,fatal,2023-07-25 20:58:13,Cuenca,Azuay,niebla,2
-3.938165,-79.447327,vuelco,leve,2023-03-03 10:34:53,Cuenca,Azuay,niebla,2
-0.543141,-76.556559,choque,grave,2023-09-24 09:59:29,Cuenca,Pichincha,nublado,3
-4.131414,-77.35373,vuelco,leve,2025-07-29 01:15:17,Loja,Azuay,soleado,4
-3.676935,-78.288677,atropello,grave,2023-08-07 09:40:01,Cuenca,Azuay,lluvia,3
-3.337063,-77.23705,atropello,fatal,2025-08-23 05:07:33,Cuenca,Tungurahua,niebla,2
1.559137,-78.810414,colisión múltiple,fatal,2025-05-08 18:20:07,Cuenca,Azuay,niebla,2
-1.231784,-78.590308,vuelco,fatal,2023-05-06 00:21:12,Loja,Pichincha,lluvia,5
-1.642116,-76.808935,atropello,grave,2025-07-17 00:40:02,Cuenca,Loja,nublado,1
0.32101,-75.269569,colisión múltiple,fatal,2025-02-09 18:44:02,Cuenca,Azuay,soleado,5
1.981204,-80.656953,vuelco,fatal,2023-07-05 16:03:17,Loja,Azuay,lluvia,5
-4.492925,-76.897247,atropello,grave,2024-05-10 15:49:26,Loja,Azuay,niebla,4
1.688806,-76.163153,colisión múltiple,fatal,2024-11-11 12:32:50,Cuenca,Azuay,soleado,5
-2.686124,-76.891547,vuelco,grave,2023-02-06 08:49:42,Cuenca,Loja,nublado,5
1.806358,-75.357514,vuelco,fatal,2023-03-13 10:18:06,Loja,Loja,nublado,1
-1.676019,-75.450971,choque,leve,2025-06-29 14:49:49,Cuenca,Tungurahua,soleado,1
-2.245447,-78.49197,choque,fatal,2023-12-01 23:40:01,Guayaquil,Santo Domingo de los Tsáchilas,lluvia,5
-2.261377,-76.641126,vuelco,fatal,2024-05-02 12:39:31,Cuenca,Loja,lluvia,2
-2.634173,-75.496365,vuelco,fatal,2025-10-06 03:13:04,Cuenca,Azuay,nublado,1
-4.60102,-77.147164,vuelco,grave,2025-10-13 00:07:41,Cuenca,Tungurahua,soleado,4
-4.329941,-75.911258,choque,leve,2025-05-18 19:46:06,Manta,Pichincha,nublado,5
-0.528605,-79.769708,choque,leve,2025-01-21 15:16:19,Loja,Azuay,niebla,2
-0.431732,-76.10119,vuelco,grave,2025-10-28 12:25:43,Cuenca,Azuay,niebla,5
-4.85877,-77.591365,atropello,leve,2023-02-01 07:34:22,Loja,Manabí,lluvia,4
-4.255698,-79.073156,vuelco,grave,2025-09-21 01:28:57,Quito,Azuay,nublado,3
-3.983699,-76.254415,atropello,grave,2025-08-03 13:44:49,Cuenca,Azuay,nublado,5
-1.207445,-78.977589,vuelco,leve,2024-11-11 01:53:53,Loja,Azuay,soleado,5
-1.824432,-79.259793,atropello,fatal,2025-11-29 19:00:59,Ambato,Pichincha,niebla,3
0.300623,-77.504344,vuelco,grave,2025-03-13 06:59:23,Manta,Azuay,nublado,2
-0.473397,-75.010369,colisión múltiple,leve,2023-06-09 08:02:13,Loja,Azuay,nublado,1
-0.173142,-78.73711,colisión múltiple,grave,2025-09-04 01:29:25,Quito,Tungurahua,lluvia,1
0.497955,-80.065008,atropello,leve,2024-06-05 10:38:56,Cuenca,Azuay,niebla,2
-3.569821,-78.550257,choque,leve,2023-09-26 19:37:38,Cuenca,Loja,lluvia,4
-3.203392,-77.348251,choque,fatal,2024-05-12 16:00:59,Cuenca,Azuay,nublado,4
-1.705631,-77.01858,choque,grave,2023-06-27 11:51:17,Machala,Azuay,nublado,4
-0.556255,-78.266724,choque,fatal,2024-11-03 00:13:37,Cuenca,Loja,lluvia,2
-2.350985,-79.643574,colisión múltiple,fatal,2025-01-24 07:22:53,Santo Domingo,Azuay,niebla,2
-1.703825,-80.780885,atropello,grave,2024-09-22 12:48:44,Manta,Loja,soleado,4
-2.347265,-77.281962,choque,grave,2023-07-10 10:05:22,Loja,Loja,nublado,4
0.824406,-77.094188,choque,leve,2023-11-06 22:39:02,Cuenca,Azuay,nublado,5
-4.002171,-76.287659,vuelco,fatal,2025-10-17 14:05:10,Cuenca,Loja,nublado,1
-4.044928,-76.699233,choque,leve,2024-03-12 03:58:45,Loja,Azuay,soleado,4
-4.409948,-75.356047,atropello,leve,2023-02-05 01:18:56,Guayaquil,Loja,niebla,2
1.234633,-76.631673,atropello,fatal,2025-02-16 20:52:19,Cuenca,Santo Domingo de los Tsáchilas,lluvia,1
-1.907254,-76.63478,atropello,grave,2023-10-12 13:53:35,Cuenca,Azuay,niebla,3
-3.626938,-77.027546,colisión múltiple,leve,2024-03-15 14:38:26,Loja,Tungurahua,niebla,1
-4.224418,-80.311122,colisión múltiple,grave,2023-07-30 17:34:11,Cuenca,Azuay,lluvia,4
-0.445123,-77.112948,colisión múltiple,grave,2025-12-08 03:54:36,Loja,Azuay,soleado,2
0.688312,-79.800721,choque,leve,2024-01-19 23:20:55,Cuenca,Azuay,soleado,3
-3.324188,-75.401145,colisión múltiple,grave,2023-10-19 23:28:46,Cuenca,Santo Domingo de los Tsáchilas,niebla,1
-0.437969,-80.616088,atropello,leve,2024-07-18 05:09:16,Machala,Guayas,niebla,2
-0.149234,-77.692906,choque,grave,2023-11-04 12:54:47,Cuenca,Azuay,nublado,1
-2.125044,-77.228154,choque,grave,2023-06-21 20:06:01,Cuenca,Loja,nublado,5
1.855919,-80.342758,atropello,fatal,2025-11-23 06:19:43,Cuenca,Azuay,niebla,4
0.414116,-75.608348,choque,grave,2025-07-29 01:45:29,Cuenca,Azuay,lluvia,2
-2.691931,-79.303951,vuelco,fatal,2023-11-23 00:38:24,Cuenca,Azuay,nublado,1
-4.011405,-80.198855,colisión múltiple,fatal,2024-07-06 10:23:33,Loja,Loja,soleado,3
-3.274603,-77.737575,atropello,leve,2023-03-31 10:03:31,Cuenca,Azuay,soleado,3
-3.076457,-76.414285,vuelco,fatal,2025-06-19 16:16:06,Loja,El Oro,niebla,5
-2.021211,-76.948889,choque,grave,2023-08-10 23:44:41,Cuenca,Azuay,soleado,4
-3.721537,-78.844781,vuelco,grave,2023-06-05 23:56:43,Guayaquil,Azuay,nublado,1
1.479441,-76.929553,colisión múltiple,grave,2025-05-02 03:13:54,Cuenca,Guayas,niebla,2
-1.507937,-80.772178,vuelco,leve,2025-02-04 00:19:02,Cuenca,Manabí,soleado,2
-3.928127,-75.287025,colisión múltiple,leve,2024-04-27 22:10:24,Cuenca,Azuay,nublado,3
-0.840216,-78.260264,vuelco,grave,2024-12-09 20:11:06,Cuenca,Manabí,nublado,2
-2.887599,-78.427193,vuelco,grave,2024-10-31 06:50:45,Cuenca,Guayas,lluvia,4
1.098388,-75.055605,vuelco,fatal,2025-11-06 03:40:03,Cuenca,Loja,lluvia,3
1.632839,-80.36022,atropello,grave,2024-11-11 11:07:37,Loja,Loja,lluvia,1
-3.86543,-78.839606,vuelco,leve,2024-05-12 05:15:14,Cuenca,Azuay,nublado,3
-2.847047,-76.814236,choque,grave,2025-05-16 19:55:33,Cuenca,Azuay,lluvia,3
-3.739066,-75.44105,atropello,leve,2024-01-25 21:08:02,Loja,Azuay,niebla,4
-0.615566,-75.231042,vuelco,grave,2023-06-03 21:49:36,Cuenca,Tungurahua,soleado,5
-4.905798,-80.536159,vuelco,grave,2023-02-11 00:30:34,Guayaquil,Azuay,nublado,3
1.711582,-78.572428,atropello,leve,2023-07-21 09:33:55,Loja,Azuay,niebla,2
-2.813645,-80.021055,atropello,fatal,2024-05-24 14:30:04,Cuenca,Loja,nublado,3
-0.386698,-76.788317,vuelco,leve,2024-04-16 17:29:20,Santo Domingo,Azuay,nublado,4
-0.304113,-76.431705,vuelco,grave,2024-03-11 00:28:01,Cuenca,Azuay,soleado,1
-0.147637,-77.006692,choque,fatal,2024-08-08 21:33:11,Cuenca,Azuay,soleado,5
1.465521,-80.398967,colisión múltiple,fatal,2025-06-08 00:00:58,Loja,Azuay,lluvia,1
-4.358799,-77.474529,colisión múltiple,grave,2023-05-11 18:55:52,Loja,Pichincha,soleado,1
-1.896346,-80.02496,vuelco,grave,2024-01-10 16:28:37,Manta,Loja,nublado,3
-1.390721,-75.641057,choque,leve,2023-03-06 15:23:54,Cuenca,Guayas,nublado,4
1.921893,-79.993099,colisión múltiple,leve,2023-05-18 23:26:52,Cuenca,Azuay,soleado,2
1.150523,-78.543488,vuelco,fatal,2024-08-18 11:18:11,Santo Domingo,Azuay,niebla,5
-3.781515,-79.73137,atropello,fatal,2025-07-03 12:49:10,Cuenca,Azuay,niebla,1
-1.872486,-78.509821,colisión múltiple,fatal,2023-05-08 17:25:43,Manta,Azuay,nublado,5
-2.804182,-76.659339,vuelco,fatal,2024-07-25 08:48:40,Quito,Loja,soleado,5
-2.846704,-75.826942,choque,grave,2025-04-07 10:31:50,Machala,Azuay,lluvia,5
0.636152,-78.962852,colisión múltiple,leve,2024-01-11 14:53:10,Cuenca,El Oro,niebla,4
-3.417997,-79.923948,vuelco,fatal,2023-07-24 23:13:20,Manta,Azuay,nublado,5
-3.427879,-78.019145,colisión múltiple,leve,2023-07-19 12:00:45,Ambato,Azuay,soleado,2
-2.357546,-75.361572,atropello,leve,2023-08-20 05:59:06,Cuenca,Azuay,lluvia,2
0.706496,-79.336347,choque,leve,2024-09-03 13:03:39,Cuenca,Azuay,lluvia,1
0.974256,-80.341138,colisión múltiple,fatal,2023-01-04 09:19:29,Loja,Pichincha,lluvia,3
1.926003,-80.410975,colisión múltiple,leve,2023-06-16 17:09:10,Cuenca,Manabí,lluvia,1
0.353216,-79.913651,vuelco,leve,2025-11-30 21:15:06,Loja,Pichincha,nublado,3
-3.870164,-80.909245,vuelco,fatal,2025-10-01 16:41:25,Santo Domingo,Manabí,niebla,2
1.78871,-75.239522,atropello,leve,2025-06-16 03:42:09,Loja,Tungurahua,lluvia,1
-3.692301,-79.9275,atropello,grave,2024-09-02 06:55:16,Ambato,Manabí,niebla,1
-1.438256,-75.596207,colisión múltiple,fatal,2025-09-06 23:28:11,Cuenca,Azuay,niebla,1
1.923502,-76.113185,colisión múltiple,leve,2024-01-31 19:48:46,Guayaquil,Azuay,nublado,4
0.239965,-77.670043,vuelco,fatal,2024-09-25 19:16:29,Loja,Loja,soleado,1
-2.916777,-77.353661,atropello,leve,2023-09-19 23:59:21,Cuenca,Tungurahua,soleado,2
-1.148278,-80.662186,colisión múltiple,fatal,2023-10-05 21:59:27,Manta,Loja,soleado,4
-1.982572,-78.424681,colisión múltiple,fatal,2024-10-21 01:00:00,Santo Domingo,Azuay,nublado,4
-1.440522,-78.194025,choque,grave,2024-12-14 22:59:32,Cuenca,Azuay,lluvia,2
-4.875664,-76.690503,colisión múltiple,grave,2023-12-09 02:15:25,Cuenca,Guayas,soleado,4
-3.906418,-75.404107,colisión múltiple,leve,2024-08-16 09:41:39,Loja,Guayas,nublado,2
-0.404547,-79.840117,vuelco,leve,2023-02-07 14:33:55,Quito,Azuay,lluvia,2
-2.001675,-79.343906,colisión múltiple,leve,2023-05-30 07:33:06,Quito,Manabí,nublado,2
1.629567,-76.897926,colisión múltiple,grave,2023-10-04 17:26:18,Cuenca,Loja,lluvia,1
1.713562,-77.381713,choque,grave,2024-05-15 05:12:16,Guayaquil,Santo Domingo de los Tsáchilas,lluvia,4
-2.853005,-80.252098,atropello,grave,2024-02-25 02:59:36,Loja,Loja,soleado,3
-1.068963,-77.615384,vuelco,grave,2024-06-11 08:23:33,Cuenca,Azuay,niebla,1
-0.402735,-75.816847,colisión múltiple,grave,2023-04-27 01:29:30,Cuenca,Azuay,lluvia,1
0.70181,-76.335001,atropello,leve,2025-09-30 13:07:27,Santo Domingo,Loja,soleado,1
-3.190087,-76.555028,atropello,fatal,2024-03-18 14:10:26,Ambato,Loja,nublado,5
-1.070827,-77.97106,atropello,fatal,2024-05-13 14:52:31,Ambato,Azuay,nublado,1
1.400252,-76.252842,choque,fatal,2023-03-29 14:52:48,Cuenca,Azuay,soleado,5
-3.461487,-77.147956,atropello,grave,2025-12-22 03:08:58,Loja,Azuay,nublado,3
-4.954874,-76.885354,choque,grave,2024-02-21 04:22:08,Santo Domingo,Loja,soleado,5
-0.347434,-76.110412,vuelco,fatal,2024-08-11 18:16:04,Quito,Azuay,nublado,4
-2.02221,-76.226197,colisión múltiple,fatal,2025-05-05 18:29:34,Cuenca,Azuay,soleado,3
-3.160681,-78.771364,atropello,fatal,2023-12-26 18:14:11,Cuenca,El Oro,soleado,5
-4.820528,-75.030949,vuelco,leve,2023-01-13 13:53:16,Ambato,Azuay,lluvia,2
-2.107672,-79.385591,vuelco,grave,2024-04-18 23:29:45,Cuenca,Loja,niebla,5
1.874064,-80.798646,choque,grave,2025-09-13 13:35:16,Cuenca,Santo Domingo de los Tsáchilas,niebla,4
-4.700487,-78.549177,atropello,grave,2023-04-21 05:47:25,Cuenca,Tungurahua,soleado,4
-2.913725,-79.129931,atropello,grave,2025-04-21 07:14:20,Loja,El Oro,niebla,2
0.809994,-75.556485,vuelco,leve,2023-01-28 21:49:52,Loja,Azuay,nublado,2
-2.957908,-78.680081,vuelco,grave,2023-01-23 18:50:49,Cuenca,Azuay,soleado,4
-3.309692,-77.576829,atropello,grave,2025-07-01 16:33:27,Cuenca,Azuay,lluvia,1
1.07323,-79.683854,vuelco,leve,2024-09-11 02:03:54,Cuenca,Loja,niebla,4
0.287578,-77.786004,choque,fatal,2025-06-25 05:21:10,Cuenca,Pichincha,lluvia,3
1.217421,-80.532436,atropello,grave,2025-12-02 16:48:58,Guayaquil,Azuay,lluvia,1
-1.784864,-79.045027,vuelco,leve,2024-10-16 16:14:50,Guayaquil,Azuay,nublado,1
-3.937007,-77.138922,vuelco,leve,2024-08-11 23:56:56,Machala,Azuay,lluvia,4
1.406937,-76.989513,choque,leve,2024-01-04 23:46:48,Cuenca,Guayas,lluvia,3
1.202737,-75.330691,choque,fatal,2023-09-03 15:11:35,Cuenca,Loja,niebla,2
-2.185922,-80.285217,choque,grave,2023-12-22 14:41:33,Loja,Azuay,niebla,5
-1.073545,-78.722442,colisión múltiple,grave,2025-12-29 23:00:56,Cuenca,Loja,nublado,2
-4.510965,-76.478911,colisión múltiple,grave,2025-01-01 08:39:56,Cuenca,Azuay,soleado,5
-0.247765,-78.221476,vuelco,fatal,2025-04-12 04:08:09,Cuenca,Santo Domingo de los Tsáchilas,niebla,2
0.903672,-75.590884,atropello,leve,2024-03-19 17:57:16,Loja,Azuay,niebla,1
-0.827409,-75.618579,vuelco,fatal,2025-04-18 22:52:41,Santo Domingo,Azuay,nublado,5
1.529119,-75.352003,atropello,fatal,2024-12-15 21:14:36,Cuenca,Santo Domingo de los Tsáchilas,nublado,4
-2.680489,-80.122602,vuelco,leve,2023-03-07 00:47:36,Cuenca,Loja,lluvia,5
-1.103267,-79.489555,atropello,leve,2023-09-01 21:34:13,Cuenca,Santo Domingo de los Tsáchilas,lluvia,4
-0.177276,-78.462138,choque,leve,2024-08-10 21:55:18,Guayaquil,Azuay,nublado,3
-1.360777,-75.027436,colisión múltiple,leve,2023-06-19 19:42:47,Guayaquil,Manabí,lluvia,4
-0.417214,-79.875784,choque,leve,2025-02-11 22:57:09,Ambato,Azuay,soleado,2
-1.902044,-80.520933,atropello,grave,2023-01-17 03:09:32,Machala,Azuay,soleado,1
-1.002734,-79.890742,choque,grave,2023-03-09 04:55:54,Cuenca,Santo Domingo de los Tsáchilas,nublado,1
-1.379393,-79.213116,choque,fatal,2025-08-04 09:13:46,Cuenca,Azuay,nublado,4
-0.348641,-76.240863,choque,grave,2024-12-23 03:25:34,Quito,Azuay,niebla,1
-2.420613,-78.600397,vuelco,leve,2025-07-28 14:18:54,Loja,Azuay,nublado,3
-0.008318,-77.933729,choque,fatal,2024-06-02 04:38:27,Machala,Manabí,niebla,5
0.165636,-76.187979,vuelco,fatal,2025-12-01 20:02:13,Cuenca,Pichincha,niebla,2
-3.678284,-78.271678,choque,leve,2025-06-27 11:05:02,Cuenca,Santo Domingo de los Tsáchilas,soleado,4
1.507211,-75.590649,colisión múltiple,fatal,2023-10-28 14:40:22,Cuenca,Manabí,nublado,1
-1.340765,-79.924624,vuelco,grave,2024-09-10 16:55:31,Cuenca,Azuay,soleado,1
0.001735,-80.955588,atropello,leve,2023-10-23 14:36:52,Cuenca,Azuay,soleado,4
1.751614,-78.920076,atropello,leve,2024-06-25 11:48:45,Machala,El Oro,nublado,4
1.469414,-78.84724,atropello,grave,2025-09-06 14:09:47,Cuenca,Tungurahua,niebla,5
-2.693847,-77.775068,colisión múltiple,fatal,2023-10-19 10:13:14,Machala,Azuay,nublado,2
-3.936999,-78.549036,colisión múltiple,leve,2023-10-27 01:15:48,Cuenca,Loja,soleado,3
1.480097,-79.095218,colisión múltiple,grave,2024-03-18 09:18:24,Cuenca,Pichincha,nublado,1
-1.352165,-80.972618,vuelco,grave,2024-01-30 12:05:49,Cuenca,Azuay,lluvia,3
0.270673,-76.554683,vuelco,grave,2025-01-24 00:02:22,Loja,Azuay,soleado,5
-1.481083,-76.213989,vuelco,fatal,2024-08-17 04:54:18,Loja,Azuay,lluvia,3
1.512312,-75.761864,colisión múltiple,grave,2024-04-29 11:20:06,Cuenca,Azuay,lluvia,4
-3.800144,-79.975873,vuelco,grave,2025-02-18 20:44:39,Cuenca,Pichincha,nublado,2
-2.696269,-80.861786,choque,grave,2025-01-21 23:06:27,Quito,Loja,soleado,5
-4.251801,-80.070837,colisión múltiple,grave,2023-12-09 09:28:04,Guayaquil,Azuay,lluvia,2
0.923978,-75.406937,atropello,grave,2023-11-12 03:32:41,Cuenca,Guayas,nublado,2
-4.378728,-76.636778,choque,fatal,2025-05-14 20:39:22,Cuenca,Tungurahua,nublado,1
-4.389244,-79.306008,choque,grave,2025-12-03 00:15:20,Santo Domingo,Azuay,lluvia,3
-0.488437,-76.124886,atropello,fatal,2023-05-27 20:40:01,Loja,Azuay,soleado,2
-3.450116,-76.654274,vuelco,leve,2023-12-20 05:11:09,Cuenca,Azuay,nublado,3
