id,fecha,hora,tipo_accidente,provincia,ciudad,direccion,latitud,longitud,estado,victimas,heridos,vehiculos_involucrados,condicion_clima,condicion_via
5024,2025-10-19,16:07,Salida de vía,Azuay,Cuenca,"Av. Loja y Calle Solano, Cuenca, Azuay, Ecuador",-2.9268866,-79.0558057,CERRADO,4,1,2,Cubierto,Buena
5025,2023-05-19,22:16,Colisión lateral,Azuay,Cuenca,"Av. 10 de Agosto y Av. González Suárez, Cuenca, Azuay, Ecuador",-2.8743849,-78.9573793,CERRADO,0,0,1,Despejado,Buena
5026,2024-06-23,02:02,Salida de vía,Azuay,Cuenca,"Av. España sector norte, Cuenca, Azuay, Ecuador",-2.8691087,-79.0098793,CERRADO,3,0,1,Cubierto,Regular
5027,2024-06-03,11:07,Salida de vía,Azuay,Cuenca,"Calle Central centro histórico, Cuenca, Azuay, Ecuador",-2.8597233,-79.0149152,CERRADO,2,1,2,Despejado,Buena
5028,2025-11-27,07:51,Atropello,Guayas,Guayaquil,"Calle Bolívar y Av. González Suárez, Guayaquil, Guayas, Ecuador",-2.1854105,-79.8919592,EN_INVESTIGACION,2,4,2,Despejado,Regular
5029,2024-09-02,04:22,Colisión lateral,Pichincha,Quito,"Calle Ordóñez y Calle Solano, Quito, Pichincha, Ecuador",-0.1890802,-78.4237695,REPORTADO,0,2,2,Lluvia,Regular
5030,2024-12-18,04:16,Volcamiento,Azuay,Cuenca,"Av. Principal centro histórico, Cuenca, Azuay, Ecuador",-2.8974231,-79.0242283,ARCHIVADO,0,0,1,Despejado,Regular
5031,2023-05-21,03:44,Atropello,El Oro,Machala,"Calle Central parque industrial, Machala, El Oro, Ecuador",-3.2726105,-79.9830352,EN_INVESTIGACION,1,0,2,Cubierto,Buena
5032,2023-10-08,23:36,Salida de vía,Azuay,Cuenca,"Calle Ordóñez sector norte, Cuenca, Azuay, Ecuador",-2.8917805,-79.0329039,ARCHIVADO,3,1,2,Despejado,Buena
5033,2024-04-21,23:38,Volcamiento,Guayas,Guayaquil,"Av. España centro histórico, Guayaquil, Guayas, Ecuador",-2.2456986,-79.8636872,EN_INVESTIGACION,1,1,2,Cubierto,Buena
5034,2025-10-02,14:06,Caída de pasajero,Loja,Loja,"Calle Sucre sector sur, Loja, Loja, Ecuador",-3.9821274,-79.1888707,CERRADO,1,2,1,Despejado,Regular
5035,2024-04-21,03:51,Colisión lateral,Guayas,Guayaquil,"Calle Sucre centro histórico, Guayaquil, Guayas, Ecuador",-2.1888277,-79.8252513,ARCHIVADO,0,1,2,Cubierto,Buena
5036,2023-11-03,13:10,Colisión frontal,Azuay,Cuenca,"Av. España centro histórico, Cuenca, Azuay, Ecuador",-2.8564657,-78.9751629,EN_INVESTIGACION,1,0,3,Despejado,Buena
5037,2023-05-19,21:33,Colisión múltiple,Azuay,Cuenca,"Calle Bolívar parque industrial, Cuenca, Azuay, Ecuador",-2.8865407,-79.0255279,EN_INVESTIGACION,2,0,2,Despejado,Regular
5038,2025-03-27,15:56,Volcamiento,Azuay,Paute,"Av. Principal y Av. González Suárez, Paute, Azuay, Ecuador",-2.7688117,-78.7567759,REPORTADO,2,1,2,Lluvia,Buena
5039,2025-01-27,20:55,Choque con objeto fijo,Azuay,Cuenca,"Av. Principal sector sur, Cuenca, Azuay, Ecuador",-2.9298343,-79.0116846,EN_INVESTIGACION,2,0,1,Despejado,Mala
5040,2025-07-06,22:13,Choque con objeto fijo,Azuay,Cuenca,"Av. 10 de Agosto centro histórico, Cuenca, Azuay, Ecuador",-2.9444159,-78.9580506,ARCHIVADO,2,1,2,Cubierto,Buena
5041,2024-08-10,04:56,Atropello,Loja,Loja,"Calle Ordóñez y Calle Solano, Loja, Loja, Ecuador",-3.987694,-79.2005829,CERRADO,1,1,2,Lluvia,Buena
5042,2024-10-19,22:14,Salida de vía,Pichincha,Quito,"Av. Principal centro histórico, Quito, Pichincha, Ecuador",-0.1557726,-78.4682762,ARCHIVADO,1,1,2,Lluvia,Regular
5043,2025-08-18,15:26,Colisión múltiple,Azuay,Cuenca,"Calle Central y Av. González Suárez, Cuenca, Azuay, Ecuador",-2.9468936,-78.9946689,CERRADO,3,4,2,Lluvia,Buena
5044,2023-08-09,04:44,Colisión múltiple,Azuay,Paute,"Av. Principal sector sur, Paute, Azuay, Ecuador",-2.7768148,-78.7524975,EN_INVESTIGACION,3,1,1,Neblina,Regular
5045,2023-09-14,08:56,Choque con objeto fijo,Guayas,Guayaquil,"Calle Ordóñez y Calle Solano, Guayaquil, Guayas, Ecuador",-2.1482327,-79.9319798,ARCHIVADO,1,1,2,Cubierto,Buena
5046,2023-09-30,13:43,Caída de pasajero,Azuay,Gualaceo,"Calle Sucre sector norte, Gualaceo, Azuay, Ecuador",-2.9088489,-78.7902433,ARCHIVADO,3,3,2,Cubierto,Buena
5047,2023-01-16,01:55,Caída de pasajero,Azuay,Gualaceo,"Av. 10 de Agosto sector norte, Gualaceo, Azuay, Ecuador",-2.9028202,-78.7628195,CERRADO,1,0,2,Despejado,Buena
5048,2024-02-22,16:29,Atropello,Guayas,Guayaquil,"Calle Ordóñez y Calle Solano, Guayaquil, Guayas, Ecuador",-2.1369341,-79.9070481,ARCHIVADO,2,1,2,Despejado,Regular
5049,2024-02-04,17:19,Choque con objeto fijo,Pichincha,Quito,"Av. Loja y Av. González Suárez, Quito, Pichincha, Ecuador",-0.166441,-78.4324694,EN_INVESTIGACION,1,0,2,Despejado,Buena
5050,2023-09-08,17:27,Volcamiento,Azuay,Paute,"Calle Bolívar centro histórico, Paute, Azuay, Ecuador",-2.7910638,-78.7599558,CERRADO,2,0,2,Lluvia,Buena
5051,2024-08-06,01:51,Volcamiento,Azuay,Cuenca,"Av. España y Calle Solano, Cuenca, Azuay, Ecuador",-2.8528904,-78.9941443,CERRADO,1,1,2,Despejado,Regular
5052,2024-02-11,03:35,Colisión múltiple,El Oro,Machala,"Calle Bolívar y Av. González Suárez, Machala, El Oro, Ecuador",-3.2292151,-79.9650346,EN_INVESTIGACION,2,1,2,Despejado,Regular
5053,2024-05-19,09:17,Colisión frontal,El Oro,Machala,"Calle Sucre parque industrial, Machala, El Oro, Ecuador",-3.2459181,-79.9719438,EN_INVESTIGACION,3,1,2,Despejado,Mala
5054,2025-09-23,06:42,Volcamiento,Azuay,Cuenca,"Calle Sucre parque industrial, Cuenca, Azuay, Ecuador",-2.92398,-79.0047098,REPORTADO,1,3,1,Cubierto,Regular
5055,2024-11-26,18:47,Colisión lateral,El Oro,Machala,"Av. España centro histórico, Machala, El Oro, Ecuador",-3.2689229,-79.9752427,REPORTADO,1,1,1,Despejado,Buena
5056,2024-01-10,14:12,Colisión frontal,Azuay,Cuenca,"Av. Principal sector sur, Cuenca, Azuay, Ecuador",-2.9238119,-79.0523252,EN_INVESTIGACION,1,1,1,Cubierto,Buena
5057,2023-04-02,08:59,Colisión lateral,Pichincha,Quito,"Av. Loja centro histórico, Quito, Pichincha, Ecuador",-0.1479922,-78.4690613,CERRADO,3,0,2,Despejado,Regular
5058,2024-05-05,16:01,Choque con objeto fijo,Azuay,Cuenca,"Calle Ordóñez y Calle Solano, Cuenca, Azuay, Ecuador",-2.9406757,-79.0387306,REPORTADO,1,0,4,Cubierto,Buena
5059,2023-07-20,23:31,Colisión múltiple,Azuay,Cuenca,"Av. Principal sector norte, Cuenca, Azuay, Ecuador",-2.9398465,-78.9946407,ARCHIVADO,1,2,2,Despejado,Regular
5060,2023-05-23,07:27,Atropello,Guayas,Guayaquil,"Av. Loja sector norte, Guayaquil, Guayas, Ecuador",-2.2543263,-79.8476148,CERRADO,1,0,4,Despejado,Buena
5061,2025-11-04,16:27,Colisión lateral,Azuay,Cuenca,"Av. 10 de Agosto sector sur, Cuenca, Azuay, Ecuador",-2.9480489,-79.0309624,REPORTADO,3,0,2,Despejado,Regular
5062,2023-11-23,08:05,Salida de vía,Azuay,Sigsig,"Calle Sucre parque industrial, Sigsig, Azuay, Ecuador",-3.03828,-78.7934441,CERRADO,1,2,2,Cubierto,Regular
5063,2024-12-16,06:46,Choque con objeto fijo,Azuay,Cuenca,"Av. Principal sector norte, Cuenca, Azuay, Ecuador",-2.9428032,-78.9737874,EN_INVESTIGACION,1,2,2,Lluvia,Regular
5064,2023-05-16,01:30,Volcamiento,Pichincha,Quito,"Av. España sector norte, Quito, Pichincha, Ecuador",-0.1818144,-78.4123147,ARCHIVADO,1,3,2,Despejado,Buena
5065,2024-09-07,21:53,Caída de pasajero,Azuay,Cuenca,"Calle Bolívar parque industrial, Cuenca, Azuay, Ecuador",-2.890026,-78.9877167,EN_INVESTIGACION,2,0,2,Cubierto,Buena
5066,2024-01-09,15:06,Caída de pasajero,Pichincha,Quito,"Av. Loja y Av. González Suárez, Quito, Pichincha, Ecuador",-0.1017398,-78.5106263,ARCHIVADO,1,3,2,Cubierto,Mala
5067,2025-12-17,13:07,Colisión múltiple,Azuay,Cuenca,"Calle Central sector sur, Cuenca, Azuay, Ecuador",-2.8877054,-79.0098679,REPORTADO,0,4,3,Despejado,Buena
5068,2025-01-05,04:19,Caída de pasajero,Azuay,Cuenca,"Av. Principal y Av. González Suárez, Cuenca, Azuay, Ecuador",-2.9461548,-79.0544529,CERRADO,1,1,1,Despejado,Buena
5069,2024-02-14,20:49,Caída de pasajero,Azuay,Cuenca,"Calle Ordóñez centro histórico, Cuenca, Azuay, Ecuador",-2.9381771,-78.9909908,ARCHIVADO,0,4,1,Despejado,Buena
5070,2024-09-12,07:05,Caída de pasajero,Azuay,Cuenca,"Av. Loja y Av. González Suárez, Cuenca, Azuay, Ecuador",-2.8933837,-79.000557,ARCHIVADO,2,1,1,Cubierto,Buena
5071,2025-04-11,11:48,Volcamiento,Azuay,Paute,"Av. Principal y Av. González Suárez, Paute, Azuay, Ecuador",-2.7973443,-78.7509209,REPORTADO,0,1,2,Despejado,Buena
5072,2023-02-15,20:18,Atropello,Azuay,Cuenca,"Av. Loja sector norte, Cuenca, Azuay, Ecuador",-2.8576377,-79.0161408,ARCHIVADO,3,0,1,Lluvia,Mala
5073,2023-06-04,06:25,Colisión múltiple,Azuay,Cuenca,"Av. Loja sector norte, Cuenca, Azuay, Ecuador",-2.8876078,-78.9779181,CERRADO,0,1,1,Despejado,Buena
5074,2025-06-25,10:09,Colisión lateral,Azuay,Cuenca,"Calle Bolívar y Av. González Suárez, Cuenca, Azuay, Ecuador",-2.8717075,-79.003972,ARCHIVADO,2,0,2,Despejado,Buena
5075,2023-10-03,00:36,Colisión múltiple,Azuay,Cuenca,"Av. 10 de Agosto parque industrial, Cuenca, Azuay, Ecuador",-2.8643048,-79.0167622,CERRADO,3,0,2,Despejado,Regular
5076,2025-12-03,13:08,Colisión frontal,El Oro,Machala,"Av. Loja sector sur, Machala, El Oro, Ecuador",-3.2347784,-79.9708864,ARCHIVADO,2,0,1,Cubierto,Regular
5077,2025-10-26,19:00,Colisión lateral,Azuay,Cuenca,"Calle Ordóñez sector norte, Cuenca, Azuay, Ecuador",-2.9220784,-79.0505879,REPORTADO,0,1,1,Lluvia,Buena
5078,2025-11-20,03:22,Colisión múltiple,Azuay,Sigsig,"Calle Bolívar sector sur, Sigsig, Azuay, Ecuador",-3.0411325,-78.8024883,ARCHIVADO,1,0,4,Cubierto,Regular
5079,2024-03-06,18:01,Colisión lateral,Azuay,Cuenca,"Calle Ordóñez parque industrial, Cuenca, Azuay, Ecuador",-2.9271883,-79.032721,REPORTADO,2,1,2,Cubierto,Buena
5080,2025-10-22,10:56,Colisión frontal,El Oro,Huaquillas,"Calle Bolívar sector sur, Huaquillas, El Oro, Ecuador",-3.463758,-80.2207825,EN_INVESTIGACION,0,2,1,Despejado,Buena
5081,2024-09-03,17:08,Salida de vía,Guayas,Guayaquil,"Av. Principal parque industrial, Guayaquil, Guayas, Ecuador",-2.1808351,-79.8697223,CERRADO,1,0,2,Cubierto,Mala
5082,2023-07-24,11:48,Salida de vía,Azuay,Cuenca,"Calle Bolívar sector norte, Cuenca, Azuay, Ecuador",-2.9026674,-79.0167333,EN_INVESTIGACION,5,3,2,Lluvia,Buena
5083,2025-11-04,03:21,Choque con objeto fijo,Azuay,Cuenca,"Calle Ordóñez sector norte, Cuenca, Azuay, Ecuador",-2.8585523,-79.0433387,EN_INVESTIGACION,2,2,2,Despejado,Buena
5084,2025-12-19,07:23,Colisión frontal,Azuay,Cuenca,"Av. 10 de Agosto sector norte, Cuenca, Azuay, Ecuador",-2.9082553,-79.0214438,CERRADO,0,2,3,Neblina,Buena
5085,2024-05-23,04:36,Colisión múltiple,Pichincha,Quito,"Av. Loja parque industrial, Quito, Pichincha, Ecuador",-0.1809959,-78.4745789,REPORTADO,0,2,1,Despejado,Regular
5086,2023-01-17,21:14,Atropello,Azuay,Cuenca,"Av. Loja centro histórico, Cuenca, Azuay, Ecuador",-2.898211,-79.0419081,ARCHIVADO,2,2,4,Cubierto,Buena
5087,2025-05-17,03:01,Choque con objeto fijo,Azuay,Cuenca,"Calle Central y Calle Solano, Cuenca, Azuay, Ecuador",-2.8987858,-79.0316581,ARCHIVADO,2,3,2,Cubierto,Regular
5088,2024-05-11,17:25,Volcamiento,Azuay,Gualaceo,"Calle Ordóñez sector sur, Gualaceo, Azuay, Ecuador",-2.9103267,-78.7941066,EN_INVESTIGACION,3,2,1,Cubierto,Buena
5089,2025-08-23,05:54,Atropello,Loja,Loja,"Av. Principal parque industrial, Loja, Loja, Ecuador",-3.9772408,-79.2083535,CERRADO,2,0,2,Cubierto,Regular
5090,2024-03-10,17:58,Colisión frontal,El Oro,Machala,"Av. 10 de Agosto centro histórico, Machala, El Oro, Ecuador",-3.2505014,-79.9416444,REPORTADO,1,0,1,Lluvia,Buena
5091,2023-09-26,22:28,Caída de pasajero,Azuay,Cuenca,"Calle Bolívar sector sur, Cuenca, Azuay, Ecuador",-2.8821683,-79.0088499,REPORTADO,3,0,1,Despejado,Regular
5092,2023-11-24,17:24,Choque con objeto fijo,Azuay,Cuenca,"Calle Central y Calle Solano, Cuenca, Azuay, Ecuador",-2.9113101,-79.018304,ARCHIVADO,3,0,2,Despejado,Mala
5093,2023-05-26,21:14,Salida de vía,Azuay,Cuenca,"Av. España centro histórico, Cuenca, Azuay, Ecuador",-2.8860951,-79.0064206,REPORTADO,2,1,2,Despejado,Regular
5094,2024-03-29,02:38,Colisión frontal,Azuay,Cuenca,"Calle Central y Calle Solano, Cuenca, Azuay, Ecuador",-2.8651868,-78.9684298,REPORTADO,1,4,1,Despejado,Buena
5095,2023-02-16,07:57,Colisión lateral,Azuay,Cuenca,"Calle Ordóñez y Calle Solano, Cuenca, Azuay, Ecuador",-2.933044,-79.0422766,ARCHIVADO,2,1,2,Lluvia,Regular
5096,2024-05-14,04:33,Caída de pasajero,Guayas,Guayaquil,"Calle Bolívar y Av. González Suárez, Guayaquil, Guayas, Ecuador",-2.1685359,-79.9201039,ARCHIVADO,1,0,1,Despejado,Buena
5097,2023-04-13,22:54,Colisión múltiple,Azuay,Gualaceo,"Av. Loja sector sur, Gualaceo, Azuay, Ecuador",-2.9169572,-78.7611543,ARCHIVADO,2,1,1,Cubierto,Buena
5098,2023-07-27,16:27,Atropello,Azuay,Cuenca,"Calle Sucre y Av. González Suárez, Cuenca, Azuay, Ecuador",-2.9274099,-78.9629719,CERRADO,3,0,1,Cubierto,Buena
5099,2024-08-21,18:03,Volcamiento,Azuay,Cuenca,"Av. España y Av. González Suárez, Cuenca, Azuay, Ecuador",-2.8783566,-78.9796347,ARCHIVADO,2,1,1,Despejado,Mala
5100,2023-01-14,08:07,Colisión frontal,Azuay,Cuenca,"Calle Sucre sector norte, Cuenca, Azuay, Ecuador",-2.9299539,-79.0324806,CERRADO,2,4,2,Despejado,Buena
5101,2023-12-13,17:24,Colisión múltiple,Azuay,Cuenca,"Calle Sucre parque industrial, Cuenca, Azuay, Ecuador",-2.8979732,-79.03869,ARCHIVADO,1,1,1,Cubierto,Buena
5102,2025-07-29,03:01,Colisión múltiple,Azuay,Cuenca,"Calle Central sector sur, Cuenca, Azuay, Ecuador",-2.9195568,-79.0237538,REPORTADO,1,1,3,Despejado,Buena
5103,2024-06-19,13:43,Choque con objeto fijo,Azuay,Cuenca,"Av. Loja y Calle Solano, Cuenca, Azuay, Ecuador",-2.934137,-79.0353817,EN_INVESTIGACION,0,1,2,Cubierto,Buena
5104,2025-12-05,02:44,Volcamiento,Azuay,Cuenca,"Av. España y Av. González Suárez, Cuenca, Azuay, Ecuador",-2.8712448,-79.0391804,CERRADO,2,1,3,Lluvia,Buena
5105,2025-02-27,13:43,Volcamiento,Azuay,Cuenca,"Calle Ordóñez centro histórico, Cuenca, Azuay, Ecuador",-2.9472543,-78.9929645,ARCHIVADO,0,4,1,Despejado,Buena
5106,2025-04-19,15:54,Choque con objeto fijo,Azuay,Cuenca,"Av. Principal sector norte, Cuenca, Azuay, Ecuador",-2.8525017,-79.0227786,CERRADO,3,0,2,Lluvia,Regular
5107,2023-09-12,02:22,Caída de pasajero,Azuay,Cuenca,"Av. 10 de Agosto sector norte, Cuenca, Azuay, Ecuador",-2.9382344,-78.9988613,EN_INVESTIGACION,2,0,2,Despejado,Buena
5108,2023-01-23,22:17,Salida de vía,Azuay,Cuenca,"Calle Ordóñez sector sur, Cuenca, Azuay, Ecuador",-2.8594646,-78.9774938,EN_INVESTIGACION,3,1,2,Lluvia,Buena
5109,2025-03-02,21:10,Salida de vía,Azuay,Cuenca,"Calle Bolívar parque industrial, Cuenca, Azuay, Ecuador",-2.8878484,-79.0243944,REPORTADO,1,0,2,Neblina,Buena
5110,2024-10-03,02:19,Colisión lateral,Pichincha,Quito,"Av. Loja y Calle Solano, Quito, Pichincha, Ecuador",-0.1739992,-78.5332008,REPORTADO,0,1,2,Lluvia,Buena
5111,2024-04-27,14:59,Choque con objeto fijo,Azuay,Cuenca,"Calle Ordóñez sector sur, Cuenca, Azuay, Ecuador",-2.8822055,-78.9833904,REPORTADO,0,1,2,Cubierto,Regular
5112,2024-09-13,00:00,Colisión lateral,Azuay,Cuenca,"Calle Central y Calle Solano, Cuenca, Azuay, Ecuador",-2.8535968,-79.0298603,CERRADO,2,0,1,Cubierto,Buena
5113,2025-02-13,22:50,Colisión lateral,Guayas,Guayaquil,"Av. 10 de Agosto sector sur, Guayaquil, Guayas, Ecuador",-2.266447,-79.8810026,CERRADO,1,0,1,Despejado,Buena
5114,2024-09-09,14:25,Colisión frontal,Pichincha,Quito,"Calle Bolívar y Calle Solano, Quito, Pichincha, Ecuador",-0.1476135,-78.4213348,REPORTADO,1,1,2,Despejado,Regular
5115,2024-09-24,02:10,Colisión múltiple,Azuay,Cuenca,"Calle Sucre sector sur, Cuenca, Azuay, Ecuador",-2.9307261,-79.0297247,REPORTADO,0,2,1,Cubierto,Regular
5116,2023-05-28,04:00,Colisión múltiple,Azuay,Gualaceo,"Calle Sucre sector norte, Gualaceo, Azuay, Ecuador",-2.8971964,-78.783476,CERRADO,3,1,3,Despejado,Buena
5117,2023-03-30,03:08,Colisión frontal,Azuay,Cuenca,"Calle Ordóñez y Calle Solano, Cuenca, Azuay, Ecuador",-2.8640489,-79.008524,EN_INVESTIGACION,1,3,3,Despejado,Regular
5118,2025-12-21,06:03,Colisión lateral,Azuay,Cuenca,"Calle Sucre y Av. González Suárez, Cuenca, Azuay, Ecuador",-2.8701421,-78.997838,CERRADO,2,2,1,Lluvia,Mala
5119,2024-10-31,13:57,Colisión frontal,Azuay,Cuenca,"Av. 10 de Agosto y Av. González Suárez, Cuenca, Azuay, Ecuador",-2.872791,-79.0226327,CERRADO,0,4,1,Cubierto,Regular
5120,2025-06-17,09:24,Colisión frontal,Pichincha,Quito,"Calle Sucre sector sur, Quito, Pichincha, Ecuador",-0.1276733,-78.5038684,EN_INVESTIGACION,1,2,1,Cubierto,Regular
5121,2024-12-06,06:33,Volcamiento,Azuay,Cuenca,"Calle Bolívar sector norte, Cuenca, Azuay, Ecuador",-2.8954901,-79.0344993,ARCHIVADO,0,0,2,Despejado,Mala
5122,2024-01-03,14:33,Salida de vía,Azuay,Cuenca,"Calle Sucre sector sur, Cuenca, Azuay, Ecuador",-2.9025473,-79.0240825,ARCHIVADO,2,1,3,Cubierto,Buena
5123,2025-01-12,12:34,Colisión frontal,Azuay,Cuenca,"Calle Sucre parque industrial, Cuenca, Azuay, Ecuador",-2.9234297,-78.9592015,ARCHIVADO,1,0,3,Lluvia,Buena
5124,2025-12-12,15:35,Salida de vía,Azuay,Cuenca,"Av. España centro histórico, Cuenca, Azuay, Ecuador",-2.9340926,-78.9771674,REPORTADO,0,1,1,Despejado,Buena
5125,2025-02-07,09:07,Colisión frontal,Manabí,Portoviejo,"Av. Loja y Av. González Suárez, Portoviejo, Manabí, Ecuador",-1.0252501,-80.4841059,REPORTADO,1,0,2,Neblina,Regular
5126,2025-12-27,07:22,Atropello,Guayas,Guayaquil,"Av. 10 de Agosto y Av. González Suárez, Guayaquil, Guayas, Ecuador",-2.1575556,-79.9278341,ARCHIVADO,1,3,3,Despejado,Buena
5127,2025-07-22,01:25,Atropello,Pichincha,Quito,"Calle Sucre y Calle Solano, Quito, Pichincha, Ecuador",-0.2542219,-78.4833377,REPORTADO,3,1,2,Despejado,Buena
5128,2023-05-06,19:50,Caída de pasajero,Azuay,Cuenca,"Av. 10 de Agosto parque industrial, Cuenca, Azuay, Ecuador",-2.8565782,-79.0547235,REPORTADO,2,1,2,Cubierto,Buena
5129,2024-05-06,12:44,Caída de pasajero,Guayas,Guayaquil,"Av. España parque industrial, Guayaquil, Guayas, Ecuador",-2.1753383,-79.8880766,REPORTADO,0,1,2,Despejado,Buena
5130,2023-10-18,14:10,Atropello,Guayas,Guayaquil,"Calle Central sector sur, Guayaquil, Guayas, Ecuador",-2.1296585,-79.9548597,EN_INVESTIGACION,4,1,2,Cubierto,Regular
5131,2023-09-20,21:28,Volcamiento,Pichincha,Sangolquí,"Calle Bolívar sector norte, Sangolquí, Pichincha, Ecuador",-0.3020542,-78.4431967,REPORTADO,2,1,2,Despejado,Buena
5132,2025-02-24,13:08,Choque con objeto fijo,Azuay,Cuenca,"Av. Loja centro histórico, Cuenca, Azuay, Ecuador",-2.883192,-78.9616666,ARCHIVADO,4,4,3,Cubierto,Mala
5133,2025-02-27,13:13,Volcamiento,Azuay,Cuenca,"Calle Central y Av. González Suárez, Cuenca, Azuay, Ecuador",-2.8677912,-79.0517027,EN_INVESTIGACION,1,4,1,Lluvia,Regular
5134,2025-04-19,00:39,Volcamiento,Azuay,Cuenca,"Calle Central sector norte, Cuenca, Azuay, Ecuador",-2.9029917,-79.0161047,REPORTADO,1,0,3,Despejado,Buena
5135,2023-07-06,17:37,Choque con objeto fijo,Azuay,Cuenca,"Calle Sucre parque industrial, Cuenca, Azuay, Ecuador",-2.9190853,-79.0107663,CERRADO,2,3,3,Despejado,Buena
5136,2023-11-20,07:49,Caída de pasajero,Guayas,Guayaquil,"Calle Ordóñez y Av. González Suárez, Guayaquil, Guayas, Ecuador",-2.2079289,-79.8991266,CERRADO,0,2,3,Cubierto,Buena
5137,2024-03-26,14:52,Colisión frontal,Azuay,Gualaceo,"Av. Principal y Av. González Suárez, Gualaceo, Azuay, Ecuador",-2.8785295,-78.7931547,REPORTADO,1,3,2,Lluvia,Regular
5138,2024-04-09,07:36,Caída de pasajero,Guayas,Guayaquil,"Calle Bolívar y Av. González Suárez, Guayaquil, Guayas, Ecuador",-2.1218431,-79.8914621,EN_INVESTIGACION,2,1,1,Cubierto,Buena
5139,2024-09-23,20:50,Volcamiento,Loja,Loja,"Av. 10 de Agosto sector norte, Loja, Loja, Ecuador",-3.9855755,-79.184189,CERRADO,2,2,1,Lluvia,Buena
5140,2023-05-20,20:56,Volcamiento,Azuay,Cuenca,"Av. España sector sur, Cuenca, Azuay, Ecuador",-2.9140537,-79.0128578,REPORTADO,1,2,2,Despejado,Buena
5141,2024-09-29,15:08,Salida de vía,Azuay,Cuenca,"Calle Ordóñez y Av. González Suárez, Cuenca, Azuay, Ecuador",-2.9091482,-79.0184269,EN_INVESTIGACION,1,0,2,Cubierto,Regular
5142,2024-11-24,20:12,Salida de vía,Azuay,Cuenca,"Av. 10 de Agosto centro histórico, Cuenca, Azuay, Ecuador",-2.8575471,-78.973007,ARCHIVADO,2,4,1,Cubierto,Regular
5143,2023-02-03,23:48,Volcamiento,Azuay,Cuenca,"Calle Central sector sur, Cuenca, Azuay, Ecuador",-2.9392,-79.0450877,EN_INVESTIGACION,3,3,1,Cubierto,Mala
5144,2024-09-09,04:43,Colisión frontal,Azuay,Cuenca,"Calle Sucre sector sur, Cuenca, Azuay, Ecuador",-2.907313,-79.0460343,ARCHIVADO,1,4,1,Despejado,Regular
5145,2025-03-06,11:56,Atropello,Azuay,Cuenca,"Av. Principal sector norte, Cuenca, Azuay, Ecuador",-2.8881907,-79.0415308,EN_INVESTIGACION,2,3,2,Despejado,Buena
5146,2025-06-09,20:59,Colisión frontal,Azuay,Cuenca,"Calle Sucre y Calle Solano, Cuenca, Azuay, Ecuador",-2.8978627,-79.055178,REPORTADO,3,0,2,Cubierto,Buena
5147,2025-08-19,05:25,Choque con objeto fijo,Azuay,Cuenca,"Av. 10 de Agosto y Av. González Suárez, Cuenca, Azuay, Ecuador",-2.9184404,-78.9881809,ARCHIVADO,0,3,2,Despejado,Buena
5148,2024-11-13,08:05,Caída de pasajero,Azuay,Gualaceo,"Calle Ordóñez parque industrial, Gualaceo, Azuay, Ecuador",-2.8983384,-78.7575692,EN_INVESTIGACION,1,1,1,Lluvia,Mala
5149,2023-07-16,19:54,Caída de pasajero,Azuay,Cuenca,"Calle Ordóñez sector norte, Cuenca, Azuay, Ecuador",-2.8626896,-79.0199929,ARCHIVADO,5,0,2,Cubierto,Regular
5150,2023-08-14,12:01,Volcamiento,Azuay,Gualaceo,"Av. Loja parque industrial, Gualaceo, Azuay, Ecuador",-2.9158805,-78.7628749,CERRADO,2,4,2,Lluvia,Regular
5151,2025-10-08,04:27,Volcamiento,Azuay,Gualaceo,"Calle Sucre y Av. González Suárez, Gualaceo, Azuay, Ecuador",-2.8812506,-78.7638749,EN_INVESTIGACION,3,1,2,Cubierto,Mala
5152,2023-03-20,21:09,Caída de pasajero,Azuay,Cuenca,"Av. Loja y Calle Solano, Cuenca, Azuay, Ecuador",-2.937305,-78.9561085,REPORTADO,2,2,2,Cubierto,Regular
5153,2025-04-28,18:44,Colisión frontal,Azuay,Cuenca,"Calle Ordóñez centro histórico, Cuenca, Azuay, Ecuador",-2.9242416,-78.9834795,EN_INVESTIGACION,3,0,2,Cubierto,Regular
5154,2025-10-29,23:21,Colisión frontal,El Oro,Huaquillas,"Av. 10 de Agosto y Calle Solano, Huaquillas, El Oro, Ecuador",-3.463559,-80.2387294,ARCHIVADO,0,0,1,Despejado,Mala
5155,2025-12-31,22:33,Colisión lateral,Azuay,Cuenca,"Av. 10 de Agosto parque industrial, Cuenca, Azuay, Ecuador",-2.8592741,-79.0249518,EN_INVESTIGACION,1,3,2,Cubierto,Regular
5156,2024-04-11,16:59,Choque con objeto fijo,Azuay,Gualaceo,"Av. España sector norte, Gualaceo, Azuay, Ecuador",-2.8786435,-78.7854496,ARCHIVADO,0,1,2,Neblina,Buena
5157,2025-07-27,02:43,Colisión lateral,Guayas,Durán,"Calle Ordóñez y Calle Solano, Durán, Guayas, Ecuador",-2.1637626,-79.8449582,CERRADO,2,0,2,Cubierto,Buena
5158,2023-09-07,08:21,Colisión lateral,El Oro,Machala,"Calle Bolívar y Calle Solano, Machala, El Oro, Ecuador",-3.2455437,-79.9533733,EN_INVESTIGACION,0,2,2,Cubierto,Regular
